I
1000 Generated by WorldEditor

1    229 1 0 SVMI Caracas Simon Bolivar Intl
116  10.48484059 -066.84265414  10.48476145 -066.84213774
120 Linear Feature 32
111  10.48644304 -066.84341867 51
111  10.48546047 -066.84315041 51
116  10.48509118 -066.84377411  10.48522966 -066.84446487
120 Linear Feature 31
111  10.48538983 -066.84823542 51
116  10.48549952 -066.84801443  10.48546800 -066.84781049
120 Linear Feature 30
111  10.48558272 -066.84840616 51
112  10.48538983 -066.84823542  10.48524275 -066.84826107 51
111  10.48524275 -066.84826107 51
115  10.48524065 -066.84826107
120 Linear Feature 29
111  10.48570278 -066.84961470 51
116  10.48580718 -066.84946295  10.48579617 -066.84936186
120 Linear Feature 28
111  10.48585730 -066.84969892 51
112  10.48570278 -066.84961470  10.48559319 -066.84963328 51
115  10.48555450 -066.84963466
120 Linear Feature 27
111  10.48610863 -066.85131458 51
116  10.48614865 -066.85107531  10.48609656 -066.85086339
120 Linear Feature 25
111  10.48622691 -066.85142885 51
112  10.48610863 -066.85131458  10.48603139 -066.85132403 51
115  10.48595032 -066.85134096
120 Linear Feature 24
111  10.48652225 -066.85148203 51
116  10.48666683 -066.85113789  10.48658992 -066.85082190
120 Linear Feature 23
111  10.48622691 -066.85142885 51
116  10.48652225 -066.85148203  10.48680219 -066.85137566
120 Linear Feature 22
111  10.48629016 -066.85115040 51
116  10.48622691 -066.85142885  10.48627613 -066.85170729
120 Linear Feature 21
111  10.48622691 -066.85142885 51
115  10.48614960 -066.85107509
120 Linear Feature 20
111  10.48599926 -066.85165724 51
116  10.48622691 -066.85142885  10.48618692 -066.85123487
120 Linear Feature 19
111  10.48614865 -066.85107531 51
112  10.48629016 -066.85115040  10.48641937 -066.85111286 51
116  10.48660838 -066.85087821  10.48655301 -066.85062479
120 Linear Feature 17
111  10.48511906 -066.84622318 51
115  10.48614960 -066.85107509
120 Linear Feature 16
111  10.48505312 -066.84588029 51
115  10.48511863 -066.84621849
120 Linear Feature 15
111  10.48521055 -066.84603086 51
116  10.48511863 -066.84621849  10.48514680 -066.84635114
120 Linear Feature 14
111  10.48524875 -066.84616101 4
115  10.48520291 -066.84595172
120 Linear Feature 13
111  10.48521055 -066.84603086 51
116  10.48563881 -066.84632918  10.48571995 -066.84667320
120 Linear Feature 12
111  10.48505312 -066.84588029 51
112  10.48521055 -066.84603086  10.48534044 -066.84599977 51
116  10.48547917 -066.84556310  10.48544861 -066.84542906
120 Linear Feature 10
111  10.48401618 -066.84098631 51
115  10.48505312 -066.84588029
120 Linear Feature 9
111  10.48397487 -066.84017075 4
115  10.48395424 -066.84004593
120 Linear Feature 8
111  10.48392458 -066.84011392 51
116  10.48434365 -066.84030432  10.48439196 -066.84051634
120 Linear Feature 6
111  10.48372212 -066.83999242 51
112  10.48378468 -066.84009802  10.48383636 -066.84012974 51
112  10.48385686 -066.84020587  10.48386309 -066.84023486 51
115  10.48401426 -066.84098451
120 Linear Feature 4
111  10.48307438 -066.83719702 51
111  10.48372212 -066.83999242 51
112  10.48392458 -066.84011392  10.48411368 -066.84007332 51
116  10.48423673 -066.83977307  10.48418277 -066.83952921
120 Linear Feature 3
111  10.48307438 -066.83719702 51
111  10.48304088 -066.83701531 51
112  10.48312748 -066.83687954  10.48324660 -066.83685304 51
111  10.48330517 -066.83684496 51
112  10.48362594 -066.83698913  10.48366932 -066.83717528 51
115  10.48368113 -066.83723866
120 Linear Feature 2
111  10.48590293 -066.84538249 51
116  10.48557936 -066.84602183  10.48566050 -066.84636585
120 Linear Feature 1
111  10.48666592 -066.84470731 51
111  10.48590293 -066.84538249 51
116  10.48541476 -066.84528094  10.48533311 -066.84486550
120 Linear Feature 7
111  10.48322572 -066.83694695 4
115  10.48319399 -066.83677894
120 Linear Feature 37
111  10.48541329 -066.84328149 4
115  10.48547921 -066.84303487
120 Linear Feature 36
111  10.48587668 -066.84549703 4
115  10.48583397 -066.84533192
21  10.48654794 -066.84870679 2 102.3200 3.0 11  PAPI-4L
14  10.48476500 -066.84756900   0.00 0 Tower Viewpoint
19  10.48713600 -066.85076700 0 Windsock
19  10.48413971 -066.83705691 0 Windsock
50 12740 ATIS
53 12180 GND
54 11880 MIRANDA TWR

1   2145 1 0 SVCS OSCAR MACHADO ZULOAGA
100 31.70 1 0 0.25 1 3 0 10  10.28727080 -066.82538769    0    0 3 11 0 1 28  10.28597915 -066.80711882    0    0 2 0 0 1
102 H9  10.28804292 -066.82029251   0.00 16.80 16.80 4 0 0 0.00 1
102 H8  10.28803955 -066.81977857   0.00 16.80 16.80 4 0 0 0.00 1
102 H7  10.28803939 -066.82004728   0.08 16.80 16.80 4 0 0 0.00 1
110 2 0.00 120.0000 New Taxiway 9
112  10.28982125 -066.81406101  10.28974833 -066.81390538
111  10.29067439 -066.81328285
111  10.29117753 -066.81343107
111  10.29129420 -066.81324579
111  10.29188484 -066.81335696
111  10.29192130 -066.81309016
111  10.29208172 -066.81310498
111  10.29212547 -066.81297852
111  10.29144004 -066.81286735
111  10.29135253 -066.81303781
111  10.29122857 -066.81300075
111  10.29111920 -066.81297111
111  10.29133066 -066.81232635
111  10.29152754 -066.81231153
111  10.29161504 -066.81196321
111  10.29111190 -066.81184463
111  10.29109003 -066.81191133
111  10.29100253 -066.81187428
111  10.29106086 -066.81173347
111  10.29098794 -066.81166677
111  10.29116295 -066.81119987
111  10.29184109 -066.81141479
111  10.29222756 -066.81052547
111  10.29288382 -066.81071122
111  10.29290570 -066.81174135
111  10.29205255 -066.81384609
112  10.29112649 -066.81388314  10.29090773 -066.81392020
113  10.29076184 -066.81400492
110 2 0.00 120.0000 New Taxiway 8
111  10.28702546 -066.81433931
112  10.28682923 -066.81429230  10.28670075 -066.81432227
112  10.28663848 -066.81442693  10.28663393 -066.81448572
111  10.28660251 -066.81397795
112  10.28675455 -066.81410813  10.28687467 -066.81411073
111  10.28689555 -066.81410751
114  10.28701124 -066.81403244  10.28701664 -066.81395898
110 2 0.00 120.0000 New Taxiway 7
111  10.28726810 -066.81746874
112  10.28711999 -066.81734667  10.28698901 -066.81734983
111  10.28697949 -066.81735759
112  10.28685082 -066.81755313  10.28686579 -066.81773568
111  10.28682607 -066.81760859
111  10.28678117 -066.81706476
112  10.28696844 -066.81714990  10.28710689 -066.81716590
111  10.28713352 -066.81714707
112  10.28723877 -066.81703216  10.28728367 -066.81694469
113  10.28729006 -066.81720167
110 2 0.00 120.0000 New Taxiway 6
111  10.28741478 -066.81949700
112  10.28727853 -066.81943968  10.28716001 -066.81945077
111  10.28710566 -066.81946060
112  10.28699150 -066.81964346  10.28698738 -066.81978569
111  10.28691346 -066.81894724
112  10.28708508 -066.81922634  10.28720845 -066.81922236
111  10.28729088 -066.81920960
112  10.28736620 -066.81909450  10.28735797 -066.81898574
113  10.28741025 -066.81929745
110 2 0.00 120.0000 New Taxiway 1
111  10.28769655 -066.82180172
111  10.28736688 -066.81920650
111  10.28723877 -066.81703216
111  10.28700390 -066.81410258
111  10.28703593 -066.81321285
111  10.28809285 -066.81412428
111  10.29076184 -066.81400492
111  10.29112483 -066.81937402
111  10.29125294 -066.81940657
111  10.29125294 -066.81977548
111  10.29083658 -066.81981888
111  10.29081522 -066.82079541
111  10.29044156 -066.82077371
111  10.29043089 -066.82101241
111  10.28973695 -066.82100156
111  10.28971560 -066.82157663
112  10.28866332 -066.82162949  10.28782764 -066.82156631
113  10.28786470 -066.82180476
112  10.28769826 -066.82053790  10.28778585 -066.82061028
112  10.28789439 -066.82053541  10.28799889 -066.82044498
112  10.28796179 -066.81960282  10.28795296 -066.81940554
112  10.28765574 -066.81969520  10.28762715 -066.81977050
113  10.28760238 -066.82011741
112  10.28770371 -066.81745896  10.28769080 -066.81720951
111  10.28748411 -066.81744583
112  10.28760037 -066.81903442  10.28766496 -066.81942829
113  10.28780706 -066.81912633
112  10.28754870 -066.81457864  10.28752286 -066.81414538
111  10.28723867 -066.81451299
112  10.28745827 -066.81691558  10.28752286 -066.81723068
113  10.28763912 -066.81675804
110 2 0.00 120.0000 New Taxiway 18
111  10.28778345 -066.82458290
111  10.28769655 -066.82180172
111  10.28786470 -066.82180476
113  10.28795479 -066.82455455
110 2 0.00 120.0000 New Taxiway 12
111  10.28734997 -066.82461623
112  10.28759481 -066.82473996  10.28774546 -066.82472747
111  10.28778345 -066.82458290
111  10.28795479 -066.82455455
111  10.28801787 -066.82560795
111  10.28782735 -066.82561625
111  10.28770760 -066.82538389
113  10.28740416 -066.82537735
112  10.28777039 -066.82501375  10.28771537 -066.82493955
112  10.28765205 -066.82492831  10.28755848 -066.82489513
112  10.28742554 -066.82499234  10.28739695 -066.82505128
112  10.28742237 -066.82520458  10.28745999 -066.82528685
112  10.28773298 -066.82522824  10.28779018 -066.82518014
113  10.28779770 -066.82512083
110 2 0.00 120.0000 New Taxiway 9
112  10.28611370 -066.80710994  10.28623300 -066.80711350
111  10.28624703 -066.80718839
112  10.28625054 -066.80728468  10.28625405 -066.80738096
113  10.28611721 -066.80737026
110 2 0.00 120.0000 New Taxiway 6
111  10.28602845 -066.81817685
111  10.28537135 -066.81817211
111  10.28514110 -066.81794143
111  10.28514110 -066.81740887
111  10.28536948 -066.81727834
111  10.28536574 -066.81706142
111  10.28568052 -066.81705905
111  10.28577252 -066.81712692
111  10.28637919 -066.81712692
112  10.28651973 -066.81695400  10.28650432 -066.81676082
111  10.28656596 -066.81686628
111  10.28657340 -066.81743783
112  10.28641001 -066.81729922  10.28626103 -066.81731489
113  10.28603032 -066.81730302
120 Linear Feature 19
111  10.28676619 -066.81430961 4
115  10.28675455 -066.81410813
120 Linear Feature 18
111  10.28697949 -066.81735759 4
115  10.28696844 -066.81714990
120 Linear Feature 17
111  10.28764123 -066.81403317 51
116  10.28780446 -066.81429489  10.28787141 -066.81444374
120 Linear Feature 16
111  10.28713916 -066.81440392 51
115  10.28711562 -066.81386470
120 Linear Feature 15
111  10.28645551 -066.81391234 51
112  10.28680590 -066.81418025  10.28714544 -066.81417386 51
112  10.28711562 -066.81386470  10.28712593 -066.81371490 51
116  10.28764123 -066.81403317  10.28817130 -066.81462721
120 Linear Feature 14
111  10.28734796 -066.81694755 51
111  10.28713916 -066.81440392 51
112  10.28680590 -066.81418025  10.28646636 -066.81418664 51
116  10.28650663 -066.81452853  10.28652550 -066.81485445
120 Linear Feature 13
111  10.28739735 -066.81745824 51
116  10.28734796 -066.81694755  10.28731146 -066.81683406
120 Linear Feature 12
111  10.28714759 -066.81723907 51
116  10.28734796 -066.81694755  10.28732005 -066.81666165
120 Linear Feature 11
111  10.28601071 -066.80757709 51
111  10.28599088 -066.80728255 51
112  10.28613413 -066.80713360  10.28631043 -066.80719295 51
112  10.28614404 -066.80733295  10.28608564 -066.80734974 51
116  10.28601071 -066.80757709  10.28601512 -066.80781115
120 Linear Feature 10
111  10.28645414 -066.81721593 51
115  10.28602681 -066.81721676
120 Linear Feature 9
111  10.28667029 -066.81690502 51
116  10.28645414 -066.81721593  10.28619815 -066.81723223
120 Linear Feature 8
111  10.28672459 -066.81766317 51
116  10.28645414 -066.81721593  10.28619815 -066.81723223
120 Linear Feature 7
111  10.28714759 -066.81723907 51
116  10.28667029 -066.81690502  10.28664170 -066.81651577
120 Linear Feature 6
111  10.28714759 -066.81723907 51
116  10.28672459 -066.81766317  10.28673888 -066.81804951
120 Linear Feature 5
111  10.28739839 -066.81745692 51
116  10.28714759 -066.81723907  10.28691609 -066.81724778
120 Linear Feature 4
111  10.28737014 -066.82480345 51
116  10.28720603 -066.82448543  10.28718456 -066.82421045
120 Linear Feature 3
111  10.28740999 -066.82528575 51
116  10.28724354 -066.82499910  10.28723710 -066.82476558
120 Linear Feature 13
111  10.28710566 -066.81946060 4
115  10.28709054 -066.81922726
120 Linear Feature 12
111  10.28729522 -066.81931191 51
116  10.28748924 -066.81913495  10.28748692 -066.81896729
120 Linear Feature 2
111  10.28698764 -066.81933677 51
116  10.28683450 -066.81920282  10.28682169 -066.81905642
120 Linear Feature 1
111  10.28698764 -066.81933677 51
116  10.28685370 -066.81949397  10.28686164 -066.81963171
120 Linear Feature 11
111  10.28751347 -066.81953828 51
112  10.28729522 -066.81931191  10.28716278 -066.81931664 51
115  10.28698764 -066.81933677
120 Linear Feature 10
111  10.28777653 -066.82180904 51
112  10.28765969 -066.82093368  10.28762135 -066.82078302 51
111  10.28751347 -066.81953828 51
111  10.28748924 -066.81913495 51
115  10.28739839 -066.81745692
120 Linear Feature 19
111  10.28787163 -066.82458318 51
115  10.28777794 -066.82181195
120 Linear Feature 17
111  10.28740999 -066.82528575 51
112  10.28788731 -066.82512895  10.28788534 -066.82482036 51
115  10.28787163 -066.82458318
120 Linear Feature 16
111  10.28737014 -066.82480345 51
116  10.28787163 -066.82458318  10.28788157 -066.82418315
120 Linear Feature 15
111  10.28770386 -066.82496335 9
115  10.28768537 -066.82471419
120 Linear Feature 14
111  10.28782758 -066.82561487 9
115  10.28779770 -066.82512083
120 Linear Feature 10
111  10.28617372 -066.80736809 3
115  10.28615513 -066.80711390
120 Linear Feature 7
111  10.28613027 -066.81730617 4
115  10.28613015 -066.81712836
21  10.28691887 -066.82398090 3 92.8800 3.0 RWY10PAPI
14  10.28526009 -066.81834491  98.43 0 New Tower Viewpoint 11
18  10.28571952 -066.81870809 1 New Airport Beacon 6
19  10.28672946 -066.80844942 0 New Windsock 3
19  10.28675330 -066.82396202 0 New Windsock 2
53 12170 GND
54 11800 CARACAS TWR
55 11920 TUY APP

1    574 1 0 SVMP METROPOLITANO
100 29.87 1 0 0.25 0 0 0 08  10.13171704 -066.79419706    0    0 2 0 0 0 26  10.13460506 -066.78150241   98    0 2 0 0 0
110 2 0.00 120.0000 New Taxiway 14
111  10.13381952 -066.78722276
111  10.13501977 -066.78190346
112  10.13468179 -066.78202661  10.13440126 -066.78271053
111  10.13441460 -066.78233146
111  10.13468427 -066.78162611
112  10.13502243 -066.78146643  10.13511112 -066.78158362
111  10.13524091 -066.78183266
111  10.13568651 -066.78030211
112  10.13658275 -066.78082581  10.13647171 -066.78158318
111  10.13653516 -066.78224385
111  10.13610687 -066.78415382
111  10.13571030 -066.78411465
111  10.13530580 -066.78589525
113  10.13488820 -066.78752920
110 2 0.00 120.0000 New Taxiway 11
111  10.13263494 -066.79212813
111  10.13346854 -066.78866229
111  10.13355888 -066.78870671
111  10.13324095 -066.79016953
111  10.13284219 -066.79186207
112  10.13326687 -066.79197231  10.13338796 -066.79200307
111  10.13335347 -066.79190649
112  10.13360238 -066.79197141  10.13361584 -066.79201241
111  10.13360238 -066.79209784
111  10.13381429 -066.79217643
111  10.13375038 -066.79240878
111  10.13352838 -066.79235411
111  10.13350484 -066.79240536
112  10.13321219 -066.79231652  10.13329292 -066.79225843
111  10.13318865 -066.79225502
112  10.13290887 -066.79217593  10.13264016 -066.79209794
113  10.13272161 -066.79216110
110 2 0.00 120.0000 New Taxiway 10
111  10.13355888 -066.78870671
112  10.13309432 -066.78870959  10.13303473 -066.78887468
111  10.13309873 -066.78861482
111  10.13316260 -066.78835183
112  10.13345773 -066.78848478  10.13374593 -066.78834402
111  10.13374339 -066.78753622
112  10.13340210 -066.78744817  10.13329375 -066.78777836
111  10.13335334 -066.78743167
111  10.13347794 -066.78689787
112  10.13381952 -066.78722276  10.13412762 -066.78729085
111  10.13488820 -066.78752920
111  10.13470774 -066.78801284
111  10.13445227 -066.78793027
111  10.13432453 -066.78843750
111  10.13459162 -066.78852008
113  10.13453137 -066.78901067
110 2 0.00 120.0000 New Taxiway 9
111  10.13376460 -066.79208829
111  10.13299783 -066.79184132
111  10.13340926 -066.79018853
111  10.13324095 -066.79016953
111  10.13355888 -066.78870671
113  10.13453137 -066.78901067
110 2 0.00 120.0000 New Taxiway 8
111  10.13299783 -066.79535589
111  10.13213754 -066.79512792
111  10.13286691 -066.79220228
113  10.13374590 -066.79244925
110 2 0.00 120.0000 New Taxiway 7
111  10.13229586 -066.79352982
111  10.13263494 -066.79212813
111  10.13272161 -066.79216110
113  10.13239493 -066.79355549
110 2 0.00 120.0000 New Taxiway 6
111  10.13187112 -066.79401939
111  10.13194275 -066.79374651
112  10.13195698 -066.79375113  10.13194160 -066.79393188
111  10.13221665 -066.79387781
111  10.13229586 -066.79352982
111  10.13239493 -066.79355549
111  10.13222313 -066.79437152
112  10.13184395 -066.79423570  10.13197826 -066.79426299
111  10.13209266 -066.79427686
112  10.13208920 -066.79404843  10.13192355 -066.79395747
113  10.13188304 -066.79406362
110 2 0.00 120.0000 New Taxiway 5
111  10.13084926 -066.79479443
111  10.13321499 -066.79560117
111  10.13393040 -066.79287148
111  10.13508433 -066.78813814
111  10.13529335 -066.78718265
112  10.13504529 -066.78692850  10.13491756 -066.78690491
111  10.13504389 -066.78685451
111  10.13539786 -066.78702929
111  10.13480563 -066.78981320
111  10.13338893 -066.79563367
112  10.13294766 -066.79563367  10.13256445 -066.79548032
111  10.13075293 -066.79487871
111  10.12988514 -066.79437147
112  10.12959058 -066.79252637  10.13032413 -066.79167789
112  10.13098349 -066.79067802  10.13129789 -066.79009681
112  10.13167344 -066.78843428  10.13166183 -066.78842248
112  10.13276500 -066.78743160  10.13284629 -066.78704233
111  10.13376309 -066.78289594
111  10.13463017 -066.77945799
112  10.13436634 -066.77878174  10.13411726 -066.77854202
111  10.13398616 -066.77840219
111  10.13403204 -066.77838221
111  10.13468097 -066.77904809
112  10.13468753 -066.77971396  10.13454332 -066.77988042
111  10.13283116 -066.78761076
112  10.13211013 -066.78824334  10.13179549 -066.78844310
111  10.13171652 -066.78857980
111  10.13109411 -066.79078917
112  10.12956372 -066.79280398  10.12924530 -066.79313088
114  10.12982457 -066.79411036  10.13000723 -066.79432447
110 2 0.00 120.0000 New Taxiway 3
111  10.13209266 -066.79427686
111  10.13232793 -066.79441374
111  10.13226895 -066.79463575
111  10.13197864 -066.79461216
111  10.13194381 -066.79439982
112  10.13107288 -066.79417570  10.13095676 -066.79414031
111  10.13097998 -066.79429366
111  10.13085225 -066.79478910
111  10.13076408 -066.79477730
111  10.13089870 -066.79424524
111  10.13027163 -066.79400931
111  10.13070129 -066.79216911
111  10.13068967 -066.79182702
111  10.13072451 -066.79155571
111  10.13085225 -066.79157930
111  10.13088708 -066.79142595
111  10.13102643 -066.79152032
111  10.13058516 -066.79349028
111  10.13052710 -066.79380878
111  10.13088708 -066.79390315
111  10.13094515 -066.79362004
111  10.13072479 -066.79356504
111  10.13096837 -066.79261736
111  10.13124707 -066.79271173
111  10.13147931 -066.79176804
111  10.13123545 -066.79166187
111  10.13130513 -066.79148493
111  10.13135158 -066.79150852
111  10.13138641 -066.79134337
111  10.13111933 -066.79127260
111  10.13121223 -066.79061036
111  10.13164189 -066.79072832
111  10.13192058 -066.78986720
111  10.13145609 -066.78971385
111  10.13157221 -066.78917123
111  10.13201348 -066.78930098
112  10.13229218 -066.78838088  10.13238508 -066.78803879
111  10.13289602 -066.78840447
112  10.13283796 -066.78851064  10.13233863 -066.78827472
111  10.13240830 -066.78845166
112  10.13108396 -066.79391994  10.13104457 -066.79404500
113  10.13160000 -066.79415534
20  10.13084654 -066.79431188 253.6500 0 2 {@R}ROAD-NO_ENTRY
20  10.13099562 -066.79434535 254.2500 0 3 {@R}NO_PASE_-_CARRETERA
53 12190 GND
54 12200 TWR

1     29 0 0 SVLS LA SABANA [PVT]
100 30.48 4 0 0.50 0 0 0 09  10.60414294 -066.36888792    0    0 0 0 0 0 27  10.60414294 -066.37307108    0    0 2 9 0 0

1     16 1 0 SVWM El Mofo
100 50.00 4 0 0.50 0 0 0 01  10.61354430 -066.39687757    0    0 0 0 0 0 19  10.62201624 -066.39612342    0    0 2 9 0 0

1   1555 0 0 SVEP EL PALMAR
100 14.94 4 0 0.25 0 0 0 08  10.19526100 -067.44942500    0    0 0 0 0 0 26  10.19992200 -067.43898900    0    0 0 0 0 0

1     74 1 0 SVMG DEL CARIBE INTL GEN SANTIAGO MARINO
100 45.72 1 0 0.25 0 3 0 09  10.90967482 -063.98088580    0   27 3 3 0 0 27  10.91549382 -063.95221080    0   31 2 0 0 0
100 30.48 1 0 0.25 0 0 0 09L  10.91086392 -063.98202861  587    0 2 0 0 0 27R  10.91641333 -063.95507362    0    0 2 0 0 0
110 2 0.00 120.0000 New Taxiway 8
111  10.91628154 -063.95505099
112  10.91631869 -063.95486365  10.91634630 -063.95470271
112  10.91635900 -063.95432083  10.91634609 -063.95416255
112  10.91594855 -063.95317469  10.91584925 -063.95288478
112  10.91572669 -063.95288724  10.91557398 -063.95284752
111  10.91551942 -063.95312510
111  10.91569402 -063.95222527
112  10.91584263 -063.95246004  10.91590029 -063.95255801
112  10.91650464 -063.95426015  10.91657746 -063.95444219
113  10.91654377 -063.95510437
110 2 0.00 120.0000 New Taxiway 7
111  10.91454015 -063.96355422
112  10.91428197 -063.96299618  10.91395758 -063.96286134
111  10.91382518 -063.96279392
112  10.91354052 -063.96297595  10.91345446 -063.96332653
111  10.91348756 -063.96302315
111  10.91371264 -063.96196466
112  10.91388476 -063.96235569  10.91407012 -063.96242985
111  10.91450043 -063.96265234
112  10.91474130 -063.96251890  10.91479426 -063.96231665
113  10.91466593 -063.96302315
110 2 0.00 120.0000 New Taxiway 9
111  10.91346897 -063.96995776
111  10.91356280 -063.96951883
112  10.91357365 -063.96982711  10.91358838 -063.96994817
112  10.91400293 -063.96998122  10.91403072 -063.96994977
112  10.91423640 -063.96896991  10.91426048 -063.96883507
112  10.91426048 -063.96855926  10.91423640 -063.96842442
112  10.91398965 -063.96843668  10.91380911 -063.96842442
111  10.91376096 -063.96854700
111  10.91403780 -063.96727215
112  10.91403178 -063.96770118  10.91400169 -063.96787893
112  10.91432066 -063.96806893  10.91446510 -063.96806280
111  10.91454333 -063.96768893
111  10.91487416 -063.96601449
112  10.91523827 -063.96414696  10.91525813 -063.96380987
112  10.91496684 -063.96369525  10.91484106 -063.96356041
111  10.91472607 -063.96389612
112  10.91495638 -063.96280176  10.91488356 -063.96319279
111  10.91512572 -063.96347951
111  10.91523165 -063.96307499
111  10.91550653 -063.96213524
111  10.91644355 -063.96371769
111  10.91645258 -063.96395887
111  10.91638390 -063.96476283
111  10.91575574 -063.96782461
112  10.91527910 -063.97005235  10.91512022 -063.97059170
111  10.91523276 -063.97071980
111  10.91487527 -063.97227719
111  10.91433193 -063.97206145
111  10.91457025 -063.97065238
112  10.91353752 -063.97021416  10.91344484 -063.97018719
113  10.91337659 -063.97039820
110 2 0.00 120.0000 New Taxiway 6
111  10.91552648 -063.95873902
112  10.91545853 -063.95836474  10.91534427 -063.95830813
111  10.91475440 -063.95804078
112  10.91449498 -063.95817917  10.91445792 -063.95844022
111  10.91446719 -063.95820717
111  10.91470190 -063.95711863
112  10.91484396 -063.95749919  10.91505088 -063.95757153
111  10.91560060 -063.95778855
112  10.91575192 -063.95763444  10.91580994 -063.95745033
113  10.91566854 -063.95811880
110 2 0.00 120.0000 New Taxiway 4
111  10.91317226 -063.97020000
112  10.91301978 -063.96984416  10.91284532 -063.96976519
111  10.91248670 -063.96961713
112  10.91215715 -063.96995274  10.91204899 -063.97041200
111  10.91199140 -063.97024679
111  10.91239900 -063.96837185
112  10.91243321 -063.96910384  10.91252045 -063.96924204
112  10.91297599 -063.96945919  10.91315046 -063.96949868
112  10.91327646 -063.96941971  10.91333461 -063.96935062
113  10.91335502 -063.96926939
110 2 0.00 120.0000 New Taxiway 3
111  10.91099729 -063.98205649
111  10.91088957 -063.98258184
111  10.91000580 -063.98221346
111  10.90991948 -063.98125901
112  10.90985048 -063.98113301  10.90976416 -063.98111626
111  10.90991803 -063.98067530
111  10.91000186 -063.98028234
112  10.91008801 -063.98110830  10.91010856 -063.98111668
112  10.91035519 -063.98130087  10.91059772 -063.98133017
112  10.91071692 -063.98132180  10.91081146 -063.98128412
111  10.91090601 -063.98112505
113  10.91073255 -063.98199826
130 Airport Boundary 6
111  10.91754354 -063.97113483
111  10.91541124 -063.98391064
111  10.91056732 -063.98811791
111  10.90534484 -063.98719297
111  10.91313019 -063.94568748
111  10.91694848 -063.95285809
113  10.91853530 -063.95831180
50 13265 ATIS
54 11860 TWR
55 11990 MARGARITA APP

1      9 1 0 SVIE ANDRES MIGUEL SALAZAR MARCANO
100 29.87 1 0 0.25 0 0 0 09  10.79415800 -063.98702500    0    0 2 0 0 0 27  10.79465300 -063.97615300    0    0 2 0 0 0
110 2 0.00 120.0000 Apron
111  10.79438344 -063.97921317 1
112  10.79424867 -063.97913091  10.79413676 -063.97912791 1
112  10.79406000 -063.97920672  10.79404510 -063.97928254 1
111  10.79403021 -063.97948978 1
111  10.79358831 -063.97947462 1
111  10.79360817 -063.97853953 1
111  10.79405503 -063.97854964 1
111  10.79405007 -063.97878214 1
112  10.79416923 -063.97892367  10.79430825 -063.97892367 1
111  10.79429832 -063.97892367 1
112  10.79436511 -063.97888395  10.79439762 -063.97884012 1
113  10.79440668 -063.97874332 1
19  10.79454834 -063.98731737 1 WS
19  10.79426265 -063.97586064 1 WS

1   1450 1 0 SVBL EL LIBERTADOR AB
100 47.85 2 0 0.25 1 2 0 09  10.18133300 -067.57150000    0  296 3 10 0 1 27  10.18575643 -067.54065178    0  438 3 10 0 1
110 2 0.00 120.0000 New Taxiway 8
111  10.18210194 -067.54632458
111  10.18329193 -067.54667091
111  10.18318943 -067.54744084
111  10.18255827 -067.55209191
112  10.18272782 -067.55249038  10.18302824 -067.55255488
111  10.18382249 -067.55275665
111  10.18375662 -067.55314073
111  10.18273893 -067.55291902
112  10.18232227 -067.55318590  10.18223699 -067.55359815
111  10.18157862 -067.55842288
112  10.18186121 -067.55869084  10.18221431 -067.55876069
111  10.18293993 -067.55888913
111  10.18289507 -067.55920226
111  10.18172934 -067.55897795
112  10.18154095 -067.55913107  10.18150230 -067.55934813
111  10.18086668 -067.56448974
112  10.18116239 -067.56490562  10.18152606 -067.56498449
111  10.18205266 -067.56508886
111  10.18201600 -067.56536821
111  10.18121369 -067.56520315
112  10.18071202 -067.56544736  10.18061101 -067.56590963
111  10.18001496 -067.56983136
111  10.17975617 -067.56979614
111  10.18044827 -067.56544824
112  10.18019428 -067.56496803  10.17985231 -067.56487053
111  10.17950176 -067.56481080
111  10.17956913 -067.56444013
111  10.18049216 -067.56463503
111  10.18125351 -067.55899413
112  10.18093809 -067.55880568  10.18059898 -067.55874826
111  10.18042943 -067.55870998
111  10.18047124 -067.55836546
111  10.18129762 -067.55854080
111  10.18206376 -067.55335071
112  10.18199309 -067.55279564  10.18178586 -067.55273822
111  10.18129603 -067.55264252
111  10.18135179 -067.55225402
111  10.18222893 -067.55236493
111  10.18287843 -067.54746842
112  10.18263362 -067.54702819  10.18220042 -067.54695173
113  10.18205674 -067.54692266
110 2 0.00 120.0000 New Taxiway 2
111  10.18111920 -067.57144892
111  10.17780286 -067.57059473
111  10.17772501 -067.57095855
111  10.17728906 -067.57089528
111  10.17730463 -067.57037327
111  10.17756931 -067.57038909
111  10.17848792 -067.56377700
111  10.18110363 -067.54591067
111  10.18189768 -067.54605304
111  10.18206894 -067.54553103
111  10.18219350 -067.54568921
111  10.18212188 -067.54623020
111  10.18200371 -067.54794666
111  10.17937376 -067.56614400
111  10.17899872 -067.56885184
112  10.17971228 -067.56970754  10.18060130 -067.56995711
111  10.18117449 -067.57012350
113  10.18130317 -067.57015915
111  10.17865948 -067.56964811
111  10.17929116 -067.56536965
112  10.17920928 -067.56460903  10.17899872 -067.56446642
111  10.17897532 -067.56492992
112  10.17819158 -067.57018292  10.17814478 -067.57056323
111  10.17855420 -067.57028988
113  10.17861269 -067.56993334
111  10.17964815 -067.56288718
111  10.18013945 -067.55923858
112  10.18004513 -067.55854042  10.17980520 -067.55851524
111  10.17977682 -067.55868000
